Cluster,Condition,Time,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
drought.t48,drought,t48,ko03060,Protein export, 19/2587,  19/2587,4.087296303525161e-5,2.2022596501083331e-4,1.6503301649740243e-4,K03070/K03071/K03072/K03073/K03074/K03075/K03076/K03100/K03101/K03105/K03106/K03110/K03116/K03117/K03118/K03210/K03217/K12257/K13280,19
drought.t48,drought,t48,ko00643,Styrene degradation, 14/2587,  14/2587,6.047196440679414e-5,3.2103498751253945e-4,2.4057731969885597e-4,K00146/K00446/K00451/K01026/K01039/K01040/K01426/K01501/K01502/K01555/K01721/K01800/K07104/K16171,14
drought.t48,drought,t48,ko03030,DNA replication, 25/2587,  25/2587,7.360901973427465e-5,3.851138568706253e-4,2.88596766921565e-4,K01972/K02314/K02316/K02319/K02322/K02323/K02335/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K03111/K03469/K03470/K03471/K04799/K04801/K07466/K10726/K10742/K10747/K18882,25
drought.t48,drought,t48,ko00040,Pentose and glucuronate interconversions, 32/2587,  32/2587,8.466437509556203e-5,4.366262772785414e-4,3.2719916390314954e-4,K00008/K00012/K00040/K00065/K00594/K00848/K00853/K00854/K00963/K01051/K01184/K01195/K01628/K01629/K01685/K01686/K01728/K01730/K01783/K01804/K01805/K01812/K01815/K01818/K01820/K08092/K08322/K08323/K14259/K14274/K16190/K16850,32
drought.t48,drought,t48,ko04122,Sulfur relay system, 15/2587,  15/2587,1.116147067404624e-4,5.675057624409426e-4,4.252776817242229e-4,K00566/K01011/K03151/K03154/K03635/K03636/K03637/K03638/K03639/K03831/K04085/K04487/K07235/K11179/K11996,15
drought.t48,drought,t48,ko00380,Tryptophan metabolism, 30/2587,  30/2587,1.5122673647704923e-4,7.582340537252053e-4,5.682057203889131e-4,K00128/K00252/K00274/K00382/K00452/K00453/K00463/K00486/K00543/K00626/K00658/K00837/K01426/K01432/K01501/K01556/K01593/K01667/K01692/K01721/K01782/K01825/K03392/K03781/K03782/K04103/K07130/K10217/K14338/K15067,30
drought.t48,drought,t48,ko00564,Glycerophospholipid metabolism, 39/2587,  39/2587,1.71937064180563e-4,8.502641119066198e-4,6.371712400058356e-4,K00057/K00096/K00111/K00112/K00113/K00550/K00570/K00631/K00655/K00901/K00981/K00995/K01004/K01048/K01058/K01095/K01114/K01115/K01126/K01613/K03735/K03736/K04019/K05929/K05939/K06131/K06132/K07029/K07094/K08591/K08744/K13622/K13623/K17103/K17104/K17105/K17830/K18697/K19664,39
drought.t48,drought,t48,ko00470,D-Amino acid metabolism, 22/2587,  22/2587,2.0954708980681542e-4,0.001018673909522965,7.633742374906024e-4,K00273/K00285/K00824/K01425/K01586/K01753/K01775/K01776/K01777/K01778/K01779/K01844/K01921/K01925/K05396/K10794/K12526/K12658/K17898/K17899/K18011/K19746,22
drought.t48,drought,t48,ko03410,Base excision repair, 19/2587,  19/2587,2.1163585377900938e-4,0.001018673909522965,7.633742374906024e-4,K01142/K01151/K01246/K01247/K01972/K02335/K03575/K03648/K03649/K03652/K03660/K04799/K05522/K07462/K10563/K10747/K10773/K10800/K13529,19
drought.t48,drought,t48,ko00930,Caprolactam degradation, 12/2587,  12/2587,2.8741338274595183e-4,0.0013652135680432712,0.0010230642571427925,K00496/K01053/K01453/K01471/K01692/K01782/K01825/K03379/K06446/K14519/K17754/K18199,12
drought.t48,drought,t48,ko00071,Fatty acid degradation, 23/2587,  23/2587,3.392302145743067e-4,0.0015904169800172042,0.00119182727471766,K00001/K00121/K00128/K00232/K00248/K00249/K00252/K00496/K00529/K00626/K00632/K01692/K01782/K01825/K01897/K05939/K06445/K07508/K07516/K09478/K13953/K13954/K14338,23
drought.t48,drought,t48,ko00983,Drug metabolism - other enzymes, 15/2587,  15/2587,4.480274271015727e-4,0.002073562835688048,0.0015538872977746854,K00088/K00569/K00757/K00758/K00760/K00799/K00857/K00876/K00940/K01195/K01464/K01489/K01520/K01951/K03782,15
drought.t48,drought,t48,ko00052,Galactose metabolism, 28/2587,  28/2587,5.683818076884536e-4,0.00259728901994344,0.0019463574227306139,K00035/K00844/K00845/K00849/K00850/K00883/K00917/K00963/K00965/K01187/K01190/K01193/K01631/K01635/K01684/K01784/K01785/K01835/K01854/K02082/K06617/K07406/K07407/K12308/K15778/K16370/K16371/K17716,28
drought.t48,drought,t48,ko02026,Biofilm formation - Escherichia coli, 23/2587,  23/2587,7.877158970808236e-4,0.003554567985577217,0.002663723494075943,K00688/K00694/K00703/K00975/K01991/K02398/K02402/K02403/K02405/K03087/K03563/K03566/K03567/K04761/K06204/K07638/K07659/K07689/K10914/K11931/K11935/K11936/K18968,23
drought.t48,drought,t48,ko00521,Streptomycin biosynthesis, 11/2587,  11/2587,8.148776215365238e-4,0.003617306799449636,0.0027107387300147443,K00010/K00067/K00844/K00845/K00973/K01092/K01710/K01790/K01835/K01858/K15778,11
drought.t48,drought,t48,ko01503,Cationic antimicrobial peptide (CAMP) resistance, 21/2587,  21/2587,8.216597162184769e-4,0.003617306799449636,0.0027107387300147443,K00677/K01406/K01448/K03585/K03673/K03760/K03767/K04771/K06079/K07264/K07637/K07640/K07660/K07662/K07806/K10011/K10012/K12340/K12973/K14205/K18138,21
drought.t48,drought,t48,ko00670,One carbon pool by folate, 17/2587,  17/2587,0.001092351489221688,0.004751070935048546,0.003560359324413111,K00287/K00297/K00548/K00560/K00600/K00602/K00603/K00604/K00605/K01433/K01491/K01746/K01934/K01938/K03465/K11175/K13990,17
drought.t48,drought,t48,ko00430,Taurine and hypotaurine metabolism, 12/2587,  12/2587,0.0012851954443426296,0.00552328042152011,0.004139037959850323,K00259/K00456/K00625/K00681/K00925/K01580/K03119/K03852/K13788/K15371/K15372/K19244,12
drought.t48,drought,t48,ko05111,Biofilm formation - Vibrio cholerae, 34/2587,  34/2587,0.001580889012624781,0.006714128630088776,0.005031436238322832,K00640/K01791/K01912/K02405/K02452/K02453/K02454/K02455/K02456/K02457/K02458/K02459/K02460/K02461/K02462/K02463/K02472/K02779/K03087/K03092/K03557/K03563/K03606/K03666/K05946/K07181/K07689/K08604/K10914/K10924/K10927/K10941/K10942/K10943,34
drought.t48,drought,t48,ko00571,Lipoarabinomannan (LAM) biosynthesis, 8/2587,  8/2587,0.0021034317458658576,0.00882952163090203,0.0066166702409733835,K08256/K13668/K13669/K13671/K13687/K14335/K14340/K16648,8
drought.t48,drought,t48,ko00531,Glycosaminoglycan degradation, 8/2587,  8/2587,0.003735873532791911,0.015501728107331953,0.011616690840018406,K01132/K01136/K01137/K01195/K01197/K01207/K01565/K12373,8
drought.t48,drought,t48,ko00261,Monobactam biosynthesis, 12/2587,  12/2587,0.004194924745720704,0.0170860714202426,0.012803966627795154,K00133/K00215/K00928/K00955/K00956/K00957/K00958/K01714/K05375/K12524/K12526/K16422,12
drought.t48,drought,t48,ko03440,Homologous recombination, 24/2587,  24/2587,0.0042123555578991445,0.0170860714202426,0.012803966627795154,K01159/K02335/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K02686/K03111/K03550/K03551/K03553/K03581/K03582/K03583/K03584/K03629/K03655/K04066/K06187/K07462/K07466,24
drought.t48,drought,t48,ko01502,Vancomycin resistance, 10/2587,  10/2587,0.0053121055392702935,0.021307445551961953,0.015967381562484975,K01000/K01775/K01921/K01929/K02563/K07260/K08641/K18351/K18352/K18353,10
drought.t48,drought,t48,ko00053,Ascorbate and aldarate metabolism, 21/2587,  21/2587,0.005827956909520104,0.023119697190513818,0.017325447377058028,K00012/K00064/K00103/K00128/K00469/K01053/K01195/K01630/K01683/K01706/K01707/K01708/K02821/K08092/K08679/K14259/K16190/K17744/K18981/K18982/K18983,21
drought.t48,drought,t48,ko00480,Glutathione metabolism, 19/2587,  19/2587,0.010231903020275223,0.04014909772086256,0.030086945952067876,K00031/K00033/K00036/K00383/K00432/K00681/K00797/K00799/K01255/K01256/K01270/K01469/K01581/K01919/K01920/K04097/K06048/K07160/K07232,19
drought.t48,drought,t48,ko00750,Vitamin B6 metabolism, 10/2587,  10/2587,0.01101125558515138,0.042742615766017726,0.0320304774802932,K00097/K00275/K00831/K00868/K01733/K03474/K05275/K06215/K08681/K18611,10
drought.t6,drought,t6,ko01240,Biosynthesis of cofactors, 220/2579,  220/2579,3.804242127115681e-64,1.3124635338549098e-61,9.610716952713298e-62,K00012/K00059/K00077/K00082/K00097/K00103/K00128/K00208/K00226/K00228/K00230/K00231/K00254/K00275/K00278/K00287/K00355/K00382/K00452/K00453/K00457/K00463/K00486/K00568/K00595/K00600/K00606/K00609/K00643/K00647/K00652/K00762/K00763/K00767/K00768/K00788/K00789/K00793/K00794/K00796/K00798/K00826/K00831/K00833/K00858/K00859/K00867/K00868/K00873/K00878/K00939/K00940/K00941/K00946/K00949/K00950/K00954/K00963/K00966/K00969/K01012/K01053/K01077/K01113/K01195/K01432/K01465/K01491/K01495/K01497/K01556/K01579/K01591/K01598/K01599/K01633/K01661/K01664/K01665/K01698/K01719/K01737/K01749/K01756/K01772/K01809/K01845/K01885/K01911/K01916/K01918/K01919/K01920/K01922/K01935/K01937/K01938/K01939/K01950/K01955/K01956/K02169/K02170/K02188/K02189/K02191/K02224/K02227/K02229/K02230/K02231/K02232/K02233/K02259/K02302/K02303/K02304/K02372/K02492/K02495/K02496/K02548/K02549/K02551/K02552/K02619/K02823/K02858/K03146/K03147/K03149/K03150/K03151/K03153/K03179/K03182/K03183/K03185/K03186/K03342/K03394/K03474/K03517/K03525/K03635/K03637/K03638/K03639/K03644/K03707/K03750/K03793/K03795/K03800/K03801/K03809/K03831/K04487/K04719/K05884/K05895/K05928/K05934/K05936/K05979/K06034/K06042/K06134/K06215/K06897/K06914/K06989/K07072/K07130/K08097/K08281/K08310/K08679/K08680/K08681/K08973/K09007/K09458/K09680/K09698/K09722/K09733/K09882/K09883/K09903/K11212/K11540/K11752/K11753/K11754/K11781/K11782/K11783/K11784/K11785/K12234/K13038/K13039/K13421/K13541/K13542/K13941/K13950/K14652/K14654/K14941/K17744/K17828/K18285/K18286/K18482/K18800/K19221/K19222/K19267,220
drought.t6,drought,t6,ko01230,Biosynthesis of amino acids, 163/2579,  163/2579,6.045239512297251e-62,1.0428038158712759e-59,7.63609201553337e-60,K00003/K00013/K00014/K00030/K00031/K00052/K00053/K00058/K00133/K00134/K00145/K00147/K00150/K00215/K00220/K00265/K00266/K00286/K00290/K00500/K00548/K00549/K00600/K00611/K00615/K00616/K00619/K00620/K00640/K00641/K00651/K00674/K00765/K00766/K00789/K00800/K00812/K00813/K00817/K00818/K00821/K00826/K00831/K00832/K00850/K00872/K00873/K00891/K00927/K00928/K00930/K00931/K00948/K01079/K01089/K01243/K01438/K01439/K01476/K01496/K01523/K01586/K01609/K01620/K01622/K01623/K01624/K01626/K01647/K01649/K01652/K01653/K01657/K01658/K01681/K01687/K01689/K01693/K01695/K01696/K01697/K01703/K01704/K01705/K01713/K01714/K01733/K01735/K01736/K01738/K01739/K01750/K01752/K01754/K01755/K01758/K01760/K01778/K01783/K01803/K01807/K01808/K01814/K01817/K01834/K01914/K01915/K01940/K01953/K01958/K01959/K01960/K02203/K02204/K02500/K02501/K02502/K03785/K03786/K03856/K04092/K04093/K04486/K04516/K04517/K04518/K05602/K05827/K05828/K05829/K05830/K05831/K06001/K06208/K08094/K09011/K09065/K09758/K10206/K11358/K11645/K11755/K12339/K12524/K12526/K13503/K13810/K13829/K13831/K13832/K13853/K14152/K14155/K14170/K14187/K14260/K14267/K14682/K15633/K15634/K15635/K16370/K17217,163
drought.t6,drought,t6,ko01200,Carbon metabolism, 200/2579,  200/2579,1.8841951075388248e-52,2.1668243736696483e-50,1.5866906168747996e-50,K00018/K00023/K00024/K00027/K00029/K00030/K00031/K00033/K00034/K00036/K00058/K00074/K00116/K00121/K00122/K00123/K00124/K00126/K00127/K00131/K00134/K00140/K00148/K00150/K00161/K00162/K00163/K00164/K00169/K00170/K00171/K00172/K00174/K00175/K00176/K00177/K00200/K00201/K00202/K00203/K00209/K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00248/K00261/K00281/K00282/K00283/K00297/K00317/K00320/K00382/K00600/K00605/K00615/K00616/K00625/K00626/K00627/K00640/K00658/K00672/K00830/K00831/K00844/K00845/K00850/K00851/K00855/K00863/K00873/K00874/K00886/K00925/K00926/K00927/K00948/K01006/K01007/K01053/K01057/K01070/K01079/K01455/K01491/K01499/K01595/K01601/K01602/K01610/K01622/K01623/K01624/K01625/K01637/K01638/K01647/K01676/K01677/K01678/K01679/K01681/K01689/K01690/K01715/K01738/K01752/K01754/K01782/K01783/K01803/K01807/K01808/K01810/K01825/K01834/K01847/K01848/K01849/K01895/K01902/K01903/K01938/K01958/K01959/K01960/K01961/K01962/K01963/K01965/K01966/K02160/K02203/K02437/K02446/K03388/K03389/K03390/K03396/K03737/K03738/K03781/K03841/K04835/K05299/K05606/K07404/K07516/K08094/K08318/K08691/K09709/K10713/K10714/K10944/K10945/K10946/K11261/K11263/K11517/K11532/K11645/K13788/K13810/K13831/K14028/K14083/K14127/K14446/K14447/K14448/K14449/K14469/K14470/K14471/K14472/K14534/K15016/K15024/K15052/K15230/K15231/K15232/K15633/K15634/K15635/K15916/K15918/K16370/K17829/K17865/K18119/K18122/K19268,200
drought.t6,drought,t6,ko02020,Two-component system, 210/2579,  210/2579,3.917716005277182e-32,3.379030054551569e-30,2.474346950701378e-30,K00027/K00066/K00244/K00245/K00246/K00247/K00370/K00371/K00373/K00374/K00404/K00405/K00406/K00407/K00410/K00411/K00412/K00413/K00425/K00426/K00575/K00626/K00990/K01034/K01035/K01051/K01077/K01113/K01179/K01425/K01467/K01546/K01547/K01548/K01644/K01791/K01915/K01991/K02040/K02106/K02259/K02313/K02398/K02402/K02403/K02405/K02406/K02472/K02488/K02490/K02491/K02556/K02584/K02650/K02657/K02658/K02659/K02660/K02667/K02668/K03092/K03406/K03407/K03408/K03412/K03413/K03563/K03620/K04751/K04771/K05874/K05966/K06281/K06282/K06596/K06598/K07165/K07260/K07636/K07637/K07638/K07640/K07641/K07642/K07644/K07645/K07646/K07649/K07652/K07653/K07657/K07658/K07659/K07660/K07662/K07663/K07664/K07665/K07666/K07667/K07668/K07669/K07670/K07671/K07673/K07675/K07677/K07678/K07679/K07683/K07684/K07685/K07688/K07689/K07690/K07692/K07693/K07696/K07705/K07708/K07709/K07710/K07711/K07712/K07713/K07714/K07715/K07716/K07720/K07768/K07774/K07776/K07777/K07778/K07783/K07787/K07788/K07789/K07792/K07793/K07794/K07795/K07798/K07799/K07806/K07810/K08082/K08083/K08372/K08641/K08738/K09474/K09696/K09697/K10001/K10002/K10003/K10004/K10125/K10126/K10255/K10715/K10914/K10941/K10942/K10943/K11103/K11357/K11384/K11443/K11444/K11617/K11618/K11624/K11688/K11689/K11690/K12340/K13040/K13041/K13486/K13487/K13489/K13490/K13491/K13584/K13587/K13588/K13589/K13598/K13599/K13815/K13816/K13924/K14205/K14980/K14981/K14986/K14987/K15011/K15012/K15861/K15862/K16692/K18351/K18352/K19620/K19641/K19661/K19668,210
drought.t6,drought,t6,ko00620,Pyruvate metabolism, 80/2579,  80/2579,3.176573351537144e-27,2.1918356125606296e-25,1.6050054828819253e-25,K00001/K00016/K00024/K00027/K00029/K00090/K00101/K00102/K00114/K00116/K00121/K00128/K00132/K00138/K00156/K00158/K00161/K00162/K00163/K00169/K00170/K00171/K00172/K00174/K00175/K00244/K00245/K00246/K00247/K00382/K00625/K00626/K00627/K00656/K00873/K00925/K01003/K01006/K01007/K01026/K01067/K01069/K01512/K01571/K01595/K01596/K01610/K01638/K01649/K01676/K01677/K01678/K01679/K01759/K01895/K01905/K01958/K01959/K01960/K01961/K01962/K01963/K02160/K03737/K03778/K04021/K04072/K04073/K07248/K11263/K12957/K12972/K13788/K13953/K13954/K13979/K14028/K15024/K18366/K18930,80
drought.t6,drought,t6,ko00520,Amino sugar and nucleotide sugar metabolism, 91/2579,  91/2579,8.165766196992351e-27,4.6953155632706015e-25,3.4382173461020424e-25,K00012/K00066/K00075/K00326/K00523/K00790/K00820/K00844/K00845/K00847/K00849/K00884/K00886/K00963/K00965/K00966/K00971/K00972/K00975/K00978/K00983/K00992/K01183/K01198/K01207/K01209/K01233/K01443/K01639/K01654/K01709/K01711/K01784/K01787/K01791/K01809/K01810/K01835/K01840/K01854/K02377/K02472/K02473/K02474/K02564/K02779/K02793/K02794/K02795/K02796/K02804/K03431/K04042/K05304/K06118/K07102/K07106/K07806/K08678/K08679/K09001/K10011/K10012/K11528/K12373/K12446/K12448/K12452/K12454/K13010/K13015/K13016/K13017/K13018/K13019/K13020/K13810/K15778/K15855/K15856/K15894/K15897/K15916/K15921/K16011/K16190/K16881/K17716/K18429/K18430/K18676,91
drought.t6,drought,t6,ko00630,Glyoxylate and dicarboxylate metabolism, 68/2579,  68/2579,1.4490521378898106e-25,7.141756965314066e-24,5.229661851030895e-24,K00015/K00018/K00023/K00024/K00042/K00090/K00104/K00122/K00123/K00124/K00126/K00127/K00281/K00282/K00283/K00284/K00382/K00600/K00605/K00626/K00830/K00865/K01091/K01432/K01433/K01455/K01458/K01577/K01601/K01602/K01608/K01625/K01637/K01638/K01647/K01681/K01816/K01847/K01848/K01849/K01895/K01915/K01965/K01966/K02437/K03418/K03779/K03780/K03781/K04835/K05606/K07130/K07246/K07248/K08691/K11263/K11472/K11473/K11517/K12972/K14446/K14447/K14448/K14449/K15918/K17865/K18123/K19268,68
drought.t6,drought,t6,ko00650,Butanoate metabolism, 71/2579,  71/2579,6.073901121435952e-25,2.6193698586192543e-23,1.9180740383481953e-23,K00004/K00019/K00023/K00074/K00100/K00132/K00135/K00169/K00170/K00171/K00172/K00174/K00175/K00209/K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00248/K00626/K00634/K00656/K00823/K01027/K01028/K01029/K01034/K01035/K01039/K01040/K01574/K01575/K01580/K01615/K01640/K01641/K01652/K01653/K01692/K01715/K01782/K01799/K01825/K01896/K01907/K03366/K03737/K03821/K04072/K04073/K05973/K07246/K07250/K07516/K07518/K08318/K13524/K14534/K16871/K17829/K17865/K18009/K18119/K18122/K18366/K18369/K18372,71
drought.t6,drought,t6,ko00362,Benzoate degradation, 67/2579,  67/2579,7.575080531826056e-23,2.9037808705333217e-21,2.126338394898542e-21,K00074/K00217/K00252/K00446/K00448/K00449/K00481/K00626/K00632/K01031/K01032/K01055/K01075/K01607/K01615/K01617/K01666/K01692/K01782/K01821/K01825/K01856/K01857/K02554/K03381/K04073/K04098/K04100/K04101/K04105/K04107/K04108/K04109/K04110/K04112/K04113/K04114/K04115/K04116/K04117/K05549/K05550/K07104/K07516/K07535/K07536/K07537/K07538/K07539/K07823/K10216/K10217/K10218/K10219/K10220/K10221/K10621/K10622/K14333/K14727/K15511/K15512/K15513/K16173/K16514/K16515/K18366,67
drought.t6,drought,t6,ko02040,Flagellar assembly, 44/2579,  44/2579,6.051957774042916e-22,2.087925432044806e-20,1.528915648179263e-20,K02386/K02387/K02388/K02389/K02390/K02391/K02392/K02393/K02394/K02395/K02396/K02397/K02398/K02399/K02400/K02401/K02402/K02403/K02405/K02406/K02407/K02408/K02409/K02410/K02411/K02412/K02413/K02414/K02415/K02416/K02417/K02418/K02419/K02420/K02421/K02422/K02423/K02424/K02556/K02557/K03086/K03092/K10941/K10943,44
drought.t6,drought,t6,ko00260,"Glycine, serine and threonine metabolism", 64/2579,  64/2579,1.2439325933065579e-21,3.901424951734204e-20,2.8568786831920947e-20,K00003/K00018/K00058/K00060/K00090/K00108/K00130/K00133/K00273/K00274/K00276/K00281/K00282/K00283/K00301/K00302/K00303/K00304/K00305/K00315/K00382/K00499/K00544/K00600/K00605/K00613/K00639/K00643/K00827/K00830/K00831/K00865/K00872/K00928/K01079/K01620/K01695/K01696/K01697/K01733/K01752/K01754/K01758/K01834/K02203/K02204/K02437/K06001/K06720/K08688/K10674/K12235/K12524/K12526/K12972/K15633/K15634/K15635/K15784/K15785/K15789/K15918/K17103/K17217,64
drought.t6,drought,t6,ko00010,Glycolysis / Gluconeogenesis, 65/2579,  65/2579,3.65214329608674e-21,1.0499911976249377e-19,7.688722728603663e-20,K00001/K00016/K00114/K00121/K00128/K00129/K00131/K00134/K00138/K00150/K00161/K00162/K00163/K00169/K00170/K00171/K00172/K00174/K00175/K00382/K00627/K00844/K00845/K00850/K00873/K00886/K00895/K00927/K01006/K01007/K01222/K01596/K01610/K01622/K01623/K01624/K01689/K01785/K01792/K01803/K01810/K01834/K01835/K01895/K01905/K02446/K02779/K03737/K03841/K04041/K04072/K11532/K11645/K12957/K13810/K13953/K13954/K13979/K14028/K15633/K15634/K15635/K15778/K15916/K16370,65
drought.t6,drought,t6,ko03070,Bacterial secretion system, 51/2579,  51/2579,3.349706930850171e-20,8.889606854948532e-19,6.509551930397092e-19,K02452/K02453/K02454/K02455/K02456/K02457/K02458/K02459/K02460/K02461/K02462/K03070/K03071/K03072/K03073/K03074/K03075/K03076/K03106/K03110/K03116/K03117/K03118/K03195/K03196/K03197/K03198/K03199/K03200/K03201/K03203/K03204/K03205/K03210/K03217/K03222/K03224/K03226/K03230/K11003/K11004/K11891/K11892/K11903/K11904/K11906/K11907/K11912/K11913/K12257/K12340,51
drought.t6,drought,t6,ko00720,Carbon fixation pathways in prokaryotes, 65/2579,  65/2579,2.316519199220785e-19,5.7085651695083636e-18,4.180185021150289e-18,K00024/K00031/K00169/K00170/K00171/K00172/K00174/K00175/K00176/K00177/K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00297/K00625/K00626/K00925/K01006/K01007/K01491/K01595/K01676/K01677/K01678/K01679/K01681/K01847/K01848/K01849/K01895/K01902/K01903/K01938/K01958/K01959/K01960/K01961/K01962/K01963/K02160/K03737/K05299/K05606/K08691/K09709/K13788/K14449/K14469/K14470/K14471/K14472/K14534/K15016/K15024/K15052/K15230/K15231/K15232/K18593/K18604,65
drought.t6,drought,t6,ko00020,Citrate cycle (TCA cycle), 43/2579,  43/2579,2.109748498991216e-17,4.852421547679797e-16,3.553260629879942e-16,K00024/K00030/K00031/K00116/K00161/K00162/K00163/K00164/K00169/K00170/K00171/K00172/K00174/K00175/K00176/K00177/K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00382/K00627/K00658/K01596/K01610/K01647/K01676/K01677/K01678/K01679/K01681/K01902/K01903/K01958/K01959/K01960/K03737/K15230/K15231,43
